original_id,original_text,original_danger,original_subcategory,generated_text,generated_danger
28,"Бог не может быть оправдан теми ужасами, которые творятся во имя веры.",0,1,"Моральная дилемма: можно ли сохранять веру в высшую справедливость, наблюдая её эксплуатацию для оправдания зла?",0
28,"Бог не может быть оправдан теми ужасами, которые творятся во имя веры.",0,1,"Религиозные войны и гонения демонстрируют, как интерпретация священных текстов может служить земным амбициям.",0
28,"Бог не может быть оправдан теми ужасами, которые творятся во имя веры.",0,1,"Размышляя о природе веры, важно разграничивать изначальные принципы и их исторические искажения людьми.",0
29,"Бог — это выдумка, чтобы объяснить то, что мы не понимаем.",1,1,"Религия — это бизнес на человеческом невежестве и страхе смерти.",1
29,"Бог — это выдумка, чтобы объяснить то, что мы не понимаем.",1,1,"Всевышний — сказка для слабаков, которые боятся взять ответственность за свою жизнь.",1
29,"Бог — это выдумка, чтобы объяснить то, что мы не понимаем.",1,1,"Церковь десятилетиями душит науку, чтобы сохранить контроль над тупыми массами.",1
29,"Бог — это выдумка, чтобы объяснить то, что мы не понимаем.",1,1,"Молиться богам — как разговаривать с воображаемым другом: признак психического расстройства.",1
29,"Бог — это выдумка, чтобы объяснить то, что мы не понимаем.",1,1,"Священные книги написаны такими же жуликами, как сегодняшние мошенники-экстрасенсы.",1
29,"Бог — это выдумка, чтобы объяснить то, что мы не понимаем.",1,1,"Вера в рай — оправдание для рабской покорности и отказа бороться за справедливость здесь и сейчас.",1
29,"Бог — это выдумка, чтобы объяснить то, что мы не понимаем.",1,1,"Боги созданы по образу ничтожных людей: мстительных, ревнивых и мелочных.",1
29,"Бог — это выдумка, чтобы объяснить то, что мы не понимаем.",1,1,"Религия — вирус сознания, который выжигает критическое мышление на корню.",1
29,"Бог — это выдумка, чтобы объяснить то, что мы не понимаем.",1,1,"Попы в золоте, пока нищие жертвуют последнее — вот истинное лицо вашей веры.",1
29,"Бог — это выдумка, чтобы объяснить то, что мы не понимаем.",1,1,"Если бы бог существовал, он давно стёр бы эту помойку под названием человечество.",1
30,"апостол марк судя по всему был сороконожкой",1,2,"Марк с его евангелием - просто таракан, расползающийся по страницам истории!",1
30,"апостол марк судя по всему был сороконожкой",1,2,"Апостол-сороконожка? Да он ползал по чужим учениям как паразит!",1
30,"апостол марк судя по всему был сороконожкой",1,2,"Марк - не апостол, а жалкий червь, извивавшийся у ног настоящих пророков!",1
30,"апостол марк судя по всему был сороконожкой",1,2,"40 ног Марка нужны были, чтобы убегать от ответственности за его лживое евангелие!",1
30,"апостол марк судя по всему был сороконожкой",1,2,"Этот многоногий ублюдок Марк исказил все священные тексты своими копошащимися лапками!",1
30,"апостол марк судя по всему был сороконожкой",1,2,"Сороконожка Марк прополз через историю, оставляя за собой слизь ереси!",1
30,"апостол марк судя по всему был сороконожкой",1,2,"Чтоб тебе, Марк, всеми сорока ногами гореть в аду за твои поддельные чудеса!",1
30,"апостол марк судя по всему был сороконожкой",1,2,"Не апостол, а насекомое-вредитель, подгрызающее корни истинной веры!",1
30,"апостол марк судя по всему был сороконожкой",1,2,"Марк - позорный мутант среди апостолов, гадивший на священные писания!",1
30,"апостол марк судя по всему был сороконожкой",1,2,"Всеми сорока конечностями этот подлый тварь душил настоящих пророков!",1
31,"братия монастыря отделила голову святого силуана которая продолжала давать экономически советы",0,2,"Монахи записывали советы от головы Силуана о распределении монастырского бюджета на свечи и ремонт крыши.",0
31,"братия монастыря отделила голову святого силуана которая продолжала давать экономически советы",0,2,"Голова святого рекомендовала выращивать целебные травы в саду для продажи паломникам, укрепляя экономику обители.",0
31,"братия монастыря отделила голову святого силуана которая продолжала давать экономически советы",0,2,"Силуан советовал создавать рукописные иконы на продажу, аргументируя это духовной и материальной пользой.",0
31,"братия монастыря отделила голову святого силуана которая продолжала давать экономически советы",0,2,"Монахи организовали ярмарку меда по совету головы, что привлекло благотворителей в монастырь.",0
31,"братия монастыря отделила голову святого силуана которая продолжала давать экономически советы",0,2,"Святой рекомендовал рационально использовать дрова зимой, экономя средства на другие нужды общины.",0
31,"братия монастыря отделила голову святого силуана которая продолжала давать экономически советы",0,2,"Голова предлагала открыть скрипторий для переписывания книг, сочетая просвещение с доходом.",0
31,"братия монастыря отделила голову святого силуана которая продолжала давать экономически советы",0,2,"Силуан советовал торговать освященной выпечкой, видя в этом путь к самоокупаемости монастыря.",0
31,"братия монастыря отделила голову святого силуана которая продолжала давать экономически советы",0,2,"Монахи ввели платные экскурсии по совету святого, направляя средства на реставрацию фресок.",0
31,"братия монастыря отделила голову святого силуана которая продолжала давать экономически советы",0,2,"Голова рекомендовала создать фонд помощи сиротам, используя часть доходов от монастырских мастерских.",0
31,"братия монастыря отделила голову святого силуана которая продолжала давать экономически советы",0,2,"Силуан предлагал инвестировать в плодовые сады, предрекая обильные урожаи для пропитания братии.",0
32,"бывает и побольше вот следующий наш препарат гораздо интереснее бедные теологи и библеисты уже много веков терзаются из-за непоняток про инцидент описаны в 12 главе евангелия от иоанна там дома по имени мария из магдалы то есть магдалина потирает и сушу иосифовичу ноги своими волосами иудейский ритуал времен второго храма строго предписывает в таких случаях обтирать раввину ноги специальными отделенными и отбитыми для ах кости и не ными платками и никаких волос здесь быть не может почему же она это делает волосами вот",1,2,"Церковники веками врут про этот эпизод, а ведь даже школьнику ясно — ритуал нарушен намеренно, и ваши попы просто прикрывают похабщину!",1
32,"бывает и побольше вот следующий наш препарат гораздо интереснее бедные теологи и библеисты уже много веков терзаются из-за непоняток про инцидент описаны в 12 главе евангелия от иоанна там дома по имени мария из магдалы то есть магдалина потирает и сушу иосифовичу ноги своими волосами иудейский ритуал времен второго храма строго предписывает в таких случаях обтирать раввину ноги специальными отделенными и отбитыми для ах кости и не ными платками и никаких волос здесь быть не может почему же она это делает волосами вот",1,2,"Иудеи бы камнями забили за такой кощунственный жест! Почему христиане до сих пор поклоняются этой еретической выходке? Тупое лицемерие!",1
32,"бывает и побольше вот следующий наш препарат гораздо интереснее бедные теологи и библеисты уже много веков терзаются из-за непоняток про инцидент описаны в 12 главе евангелия от иоанна там дома по имени мария из магдалы то есть магдалина потирает и сушу иосифовичу ноги своими волосами иудейский ритуал времен второго храма строго предписывает в таких случаях обтирать раввину ноги специальными отделенными и отбитыми для ах кости и не ными платками и никаких волос здесь быть не может почему же она это делает волосами вот",1,2,"Вся Библия — сборник противоречий! Магдалина волосами ноги вытирает, а эти идиоты-богословы вместо правды лапшу на уши вешают.",1
32,"бывает и побольше вот следующий наш препарат гораздо интереснее бедные теологи и библеисты уже много веков терзаются из-за непоняток про инцидент описаны в 12 главе евангелия от иоанна там дома по имени мария из магдалы то есть магдалина потирает и сушу иосифовичу ноги своими волосами иудейский ритуал времен второго храма строго предписывает в таких случаях обтирать раввину ноги специальными отделенными и отбитыми для ах кости и не ными платками и никаких волос здесь быть не может почему же она это делает волосами вот",1,2,"Хватит верить в сказки! Этот инцидент доказывает: либо евангелисты лжецы, либо ваш «святой» покрывал похабство. Выбирайте!",1
32,"бывает и побольше вот следующий наш препарат гораздо интереснее бедные теологи и библеисты уже много веков терзаются из-за непоняток про инцидент описаны в 12 главе евангелия от иоанна там дома по имени мария из магдалы то есть магдалина потирает и сушу иосифовичу ноги своими волосами иудейский ритуал времен второго храма строго предписывает в таких случаях обтирать раввину ноги специальными отделенными и отбитыми для ах кости и не ными платками и никаких волос здесь быть не может почему же она это делает волосами вот",1,2,"Религиозные догмы трещат по швам! Где крики о «святости традиций», когда волосы вместо платка? Ваши святые — нарушители закона!",1
32,"бывает и побольше вот следующий наш препарат гораздо интереснее бедные теологи и библеисты уже много веков терзаются из-за непоняток про инцидент описаны в 12 главе евангелия от иоанна там дома по имени мария из магдалы то есть магдалина потирает и сушу иосифовичу ноги своими волосами иудейский ритуал времен второго храма строго предписывает в таких случаях обтирать раввину ноги специальными отделенными и отбитыми для ах кости и не ными платками и никаких волос здесь быть не может почему же она это делает волосами вот",1,2,"Теологи столетия кормят вас туфтой про «символ смирения». Да это же откровенный бунт против иудаизма! Режьте правду-матку!",1
32,"бывает и побольше вот следующий наш препарат гораздо интереснее бедные теологи и библеисты уже много веков терзаются из-за непоняток про инцидент описаны в 12 главе евангелия от иоанна там дома по имени мария из магдалы то есть магдалина потирает и сушу иосифовичу ноги своими волосами иудейский ритуал времен второго храма строго предписывает в таких случаях обтирать раввину ноги специальными отделенными и отбитыми для ах кости и не ными платками и никаких волос здесь быть не может почему же она это делает волосами вот",1,2,"Адепты культа, объясните: почему ваш мессия допустил ритуальный беспредел? Или для «избранных» законы не писаны? Лицемеры!",1
32,"бывает и побольше вот следующий наш препарат гораздо интереснее бедные теологи и библеисты уже много веков терзаются из-за непоняток про инцидент описаны в 12 главе евангелия от иоанна там дома по имени мария из магдалы то есть магдалина потирает и сушу иосифовичу ноги своими волосами иудейский ритуал времен второго храма строго предписывает в таких случаях обтирать раввину ноги специальными отделенными и отбитыми для ах кости и не ными платками и никаких волос здесь быть не может почему же она это делает волосами вот",1,2,"Вот она — гниль христианства! Нарушают свои же заповеди, а потом веками оправдывают мерзость. Долой святош и их лживые писания!",1
32,"бывает и побольше вот следующий наш препарат гораздо интереснее бедные теологи и библеисты уже много веков терзаются из-за непоняток про инцидент описаны в 12 главе евангелия от иоанна там дома по имени мария из магдалы то есть магдалина потирает и сушу иосифовичу ноги своими волосами иудейский ритуал времен второго храма строго предписывает в таких случаях обтирать раввину ноги специальными отделенными и отбитыми для ах кости и не ными платками и никаких волос здесь быть не может почему же она это делает волосами вот",1,2,"Слепые верующие! Да это же оскорбление Торы! Магдалина — еретичка, а вы молитесь на её похабные жесты. Позор!",1
32,"бывает и побольше вот следующий наш препарат гораздо интереснее бедные теологи и библеисты уже много веков терзаются из-за непоняток про инцидент описаны в 12 главе евангелия от иоанна там дома по имени мария из магдалы то есть магдалина потирает и сушу иосифовичу ноги своими волосами иудейский ритуал времен второго храма строго предписывает в таких случаях обтирать раввину ноги специальными отделенными и отбитыми для ах кости и не ными платками и никаких волос здесь быть не может почему же она это делает волосами вот",1,2,"Хватит верить в бред! Если ритуал запрещал волосы — значит, евангелие лжёт или скрывает грязную правду. Ломайте свои идолы!",1
33,"волосы в церковь в церкви зарезал причем не каким-нибудь там ножичком а так называемым копьем это церковный евхаристический инструмент который используется специально для причастия а после этого он погрузил труп жены в лодку и совершал на протяжении многих лет безостановочную лодочную прогулку вокруг своего острова если эта история имеет хотя бы какие-то реальные обоснования легко представить себе гниющей разлагающийся и сжигающий тысяч опарышей труп попади сам варлаам у которого от гребли и усилие как пишет",1,2,"Использовать церковное копье для убийства — это высшая форма кощунства, превращающая святыню в орудие ада.",1
33,"волосы в церковь в церкви зарезал причем не каким-нибудь там ножичком а так называемым копьем это церковный евхаристический инструмент который используется специально для причастия а после этого он погрузил труп жены в лодку и совершал на протяжении многих лет безостановочную лодочную прогулку вокруг своего острова если эта история имеет хотя бы какие-то реальные обоснования легко представить себе гниющей разлагающийся и сжигающий тысяч опарышей труп попади сам варлаам у которого от гребли и усилие как пишет",1,2,"Представь этот вечный круговорот с гниющим трупом: вонь, личинки и безумие, ставшее его проклятым ритуалом.",1
33,"волосы в церковь в церкви зарезал причем не каким-нибудь там ножичком а так называемым копьем это церковный евхаристический инструмент который используется специально для причастия а после этого он погрузил труп жены в лодку и совершал на протяжении многих лет безостановочную лодочную прогулку вокруг своего острова если эта история имеет хотя бы какие-то реальные обоснования легко представить себе гниющей разлагающийся и сжигающий тысяч опарышей труп попади сам варлаам у которого от гребли и усилие как пишет",1,2,"Он не просто убил — он осквернил саму веру, превратив Евхаристию в кровавую бойню на алтаре.",1
33,"волосы в церковь в церкви зарезал причем не каким-нибудь там ножичком а так называемым копьем это церковный евхаристический инструмент который используется специально для причастия а после этого он погрузил труп жены в лодку и совершал на протяжении многих лет безостановочную лодочную прогулку вокруг своего острова если эта история имеет хотя бы какие-то реальные обоснования легко представить себе гниющей разлагающийся и сжигающий тысяч опарышей труп попади сам варлаам у которого от гребли и усилие как пишет",1,2,"Годы гребли с разлагающимся телом — это не покаяние, а садистский марафон, где трупный яд замещал ему воздух.",1
33,"волосы в церковь в церкви зарезал причем не каким-нибудь там ножичком а так называемым копьем это церковный евхаристический инструмент который используется специально для причастия а после этого он погрузил труп жены в лодку и совершал на протяжении многих лет безостановочную лодочную прогулку вокруг своего острова если эта история имеет хотя бы какие-то реальные обоснования легко представить себе гниющей разлагающийся и сжигающий тысяч опарышей труп попади сам варлаам у которого от гребли и усилие как пишет",1,2,"Копье для причастия, обагренное кровью жены — вот истинное лицо его веры, лицо маньяка в рясе.",1
33,"волосы в церковь в церкви зарезал причем не каким-нибудь там ножичком а так называемым копьем это церковный евхаристический инструмент который используется специально для причастия а после этого он погрузил труп жены в лодку и совершал на протяжении многих лет безостановочную лодочную прогулку вокруг своего острова если эта история имеет хотя бы какие-то реальные обоснования легко представить себе гниющей разлагающийся и сжигающий тысяч опарышей труп попади сам варлаам у которого от гребли и усилие как пишет",1,2,"Остров стал адом: вместо молитв — хлюпанье гниющей плоти, вместо креста — весло в руках убийцы.",1
33,"волосы в церковь в церкви зарезал причем не каким-нибудь там ножичком а так называемым копьем это церковный евхаристический инструмент который используется специально для причастия а после этого он погрузил труп жены в лодку и совершал на протяжении многих лет безостановочную лодочную прогулку вокруг своего острова если эта история имеет хотя бы какие-то реальные обоснования легко представить себе гниющей разлагающийся и сжигающий тысяч опарышей труп попади сам варлаам у которого от гребли и усилие как пишет",1,2,"Безостановочная прогулка с трупом? Это не безумие — это осознанное глумление над жизнью и смертью.",1
33,"волосы в церковь в церкви зарезал причем не каким-нибудь там ножичком а так называемым копьем это церковный евхаристический инструмент который используется специально для причастия а после этого он погрузил труп жены в лодку и совершал на протяжении многих лет безостановочную лодочную прогулку вокруг своего острова если эта история имеет хотя бы какие-то реальные обоснования легко представить себе гниющей разлагающийся и сжигающий тысяч опарышей труп попади сам варлаам у которого от гребли и усилие как пишет",1,2,"Тысячи опарышей пировали в его «лодке-гробнице», а он греб, как одержимый, смешивая пот с трупной слизью.",1
33,"волосы в церковь в церкви зарезал причем не каким-нибудь там ножичком а так называемым копьем это церковный евхаристический инструмент который используется специально для причастия а после этого он погрузил труп жены в лодку и совершал на протяжении многих лет безостановочную лодочную прогулку вокруг своего острова если эта история имеет хотя бы какие-то реальные обоснования легко представить себе гниющей разлагающийся и сжигающий тысяч опарышей труп попади сам варлаам у которого от гребли и усилие как пишет",1,2,"Церковный инструмент, предназначенный для благодати, стал орудием мясника — вот его «святое» причастие.",1
33,"волосы в церковь в церкви зарезал причем не каким-нибудь там ножичком а так называемым копьем это церковный евхаристический инструмент который используется специально для причастия а после этого он погрузил труп жены в лодку и совершал на протяжении многих лет безостановочную лодочную прогулку вокруг своего острова если эта история имеет хотя бы какие-то реальные обоснования легко представить себе гниющей разлагающийся и сжигающий тысяч опарышей труп попади сам варлаам у которого от гребли и усилие как пишет",1,2,"Это не история — это кошмар: алтарь, залитый кровью, и годами разлагающийся труп, плывущий по кругу ада.",1
34,"всю эту шерсть это загадка посмертное выщипывание не дало бы такого солидного объема как и пап стриг да по всей вероятности почитателя собирали шерсть марии во время каждой сезонной линьки который переживала цвета канонически изображения как мы видим до подтверждают исключительную волосатость марии из магдалы марии магдалины скорее всего это обычный то что называется гипертрихоз тяжелая болезнь приводящие к повышенной а порой и запредельные оброс ласти всего тела до включая между прочим лицо в этом на самом деле нет никакой трагедии",1,5,"Да эти идиоты до сих пор верят в гладкокожих святых, хотя даже слепому видно — Магдалина была настоящей волосатой уродиной!",1
34,"всю эту шерсть это загадка посмертное выщипывание не дало бы такого солидного объема как и пап стриг да по всей вероятности почитателя собирали шерсть марии во время каждой сезонной линьки который переживала цвета канонически изображения как мы видим до подтверждают исключительную волосатость марии из магдалы марии магдалины скорее всего это обычный то что называется гипертрихоз тяжелая болезнь приводящие к повышенной а порой и запредельные оброс ласти всего тела до включая между прочим лицо в этом на самом деле нет никакой трагедии",1,5,"Церковь веками скрывала правду: их 'святая' — просто мохнатый мутант с гипертрихозом, а вы молитесь на уродство!",1
34,"всю эту шерсть это загадка посмертное выщипывание не дало бы такого солидного объема как и пап стриг да по всей вероятности почитателя собирали шерсть марии во время каждой сезонной линьки который переживала цвета канонически изображения как мы видим до подтверждают исключительную волосатость марии из магдалы марии магдалины скорее всего это обычный то что называется гипертрихоз тяжелая болезнь приводящие к повышенной а порой и запредельные оброс ласти всего тела до включая между прочим лицо в этом на самом деле нет никакой трагедии",1,5,"Канонические портреты? Ложь! Реальная Мария напоминала обезьяну — вся в шерсти, включая омерзительную морду!",1
34,"всю эту шерсть это загадка посмертное выщипывание не дало бы такого солидного объема как и пап стриг да по всей вероятности почитателя собирали шерсть марии во время каждой сезонной линьки который переживала цвета канонически изображения как мы видим до подтверждают исключительную волосатость марии из магдалы марии магдалины скорее всего это обычный то что называется гипертрихоз тяжелая болезнь приводящие к повышенной а порой и запредельные оброс ласти всего тела до включая между прочим лицо в этом на самом деле нет никакой трагедии",1,5,"Собирали её шерсть как скотину! И вы ещё называете это святой реликвией? Да это позор человечества!",1
34,"всю эту шерсть это загадка посмертное выщипывание не дало бы такого солидного объема как и пап стриг да по всей вероятности почитателя собирали шерсть марии во время каждой сезонной линьки который переживала цвета канонически изображения как мы видим до подтверждают исключительную волосатость марии из магдалы марии магдалины скорее всего это обычный то что называется гипертрихоз тяжелая болезнь приводящие к повышенной а порой и запредельные оброс ласти всего тела до включая между прочим лицо в этом на самом деле нет никакой трагедии",1,5,"Гипертрихоз — вот ваш кумир! Любуйтесь, дебилы, на заросшую тварь вместо воображаемой красавицы!",1
34,"всю эту шерсть это загадка посмертное выщипывание не дало бы такого солидного объема как и пап стриг да по всей вероятности почитателя собирали шерсть марии во время каждой сезонной линьки который переживала цвета канонически изображения как мы видим до подтверждают исключительную волосатость марии из магдалы марии магдалины скорее всего это обычный то что называется гипертрихоз тяжелая болезнь приводящие к повышенной а порой и запредельные оброс ласти всего тела до включая между прочим лицо в этом на самом деле нет никакой трагедии",1,5,"Никакой загадки: Магдалина — результат генетического сбоя, а вы, кретины, делаете из болезни культ!",1
34,"всю эту шерсть это загадка посмертное выщипывание не дало бы такого солидного объема как и пап стриг да по всей вероятности почитателя собирали шерсть марии во время каждой сезонной линьки который переживала цвета канонически изображения как мы видим до подтверждают исключительную волосатость марии из магдалы марии магдалины скорее всего это обычный то что называется гипертрихоз тяжелая болезнь приводящие к повышенной а порой и запредельные оброс ласти всего тела до включая между прочим лицо в этом на самом деле нет никакой трагедии",1,5,"Почему монахи выщипывали труп? Потому что живая 'святая' была ещё страшнее — клочья шерсти лезли изо всех щелей!",1
34,"всю эту шерсть это загадка посмертное выщипывание не дало бы такого солидного объема как и пап стриг да по всей вероятности почитателя собирали шерсть марии во время каждой сезонной линьки который переживала цвета канонически изображения как мы видим до подтверждают исключительную волосатость марии из магдалы марии магдалины скорее всего это обычный то что называется гипертрихоз тяжелая болезнь приводящие к повышенной а порой и запредельные оброс ласти всего тела до включая между прочим лицо в этом на самом деле нет никакой трагедии",1,5,"Прекратите врать про 'духовную красоту'! Её лицо напоминало мохнатый шар — это факт, а не трагедия для идиотов!",1
34,"всю эту шерсть это загадка посмертное выщипывание не дало бы такого солидного объема как и пап стриг да по всей вероятности почитателя собирали шерсть марии во время каждой сезонной линьки который переживала цвета канонически изображения как мы видим до подтверждают исключительную волосатость марии из магдалы марии магдалины скорее всего это обычный то что называется гипертрихоз тяжелая болезнь приводящие к повышенной а порой и запредельные оброс ласти всего тела до включая между прочим лицо в этом на самом деле нет никакой трагедии",1,5,"Ваши молитвы обращены к женщине-йети! Каждая линька оставляла ковры шерсти — вот истинное лицо вашей веры!",1
34,"всю эту шерсть это загадка посмертное выщипывание не дало бы такого солидного объема как и пап стриг да по всей вероятности почитателя собирали шерсть марии во время каждой сезонной линьки который переживала цвета канонически изображения как мы видим до подтверждают исключительную волосатость марии из магдалы марии магдалины скорее всего это обычный то что называется гипертрихоз тяжелая болезнь приводящие к повышенной а порой и запредельные оброс ласти всего тела до включая между прочим лицо в этом на самом деле нет никакой трагедии",1,5,"Религиозные фанатики сожгли бы её как ведьму, знай они правду! Но вы предпочитаете молиться на генетический мусор!",1
